Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption,Month,PowerConsumptionXGB,PowerConsumptionCat
16.9,47.64,0.087,487.1,38.71,30296.57795,12,30577.94,30326.954814175147
17.0,48.11,0.086,482.8,43.91,30095.81749,12,30278.379,30148.967276397154
17.03,47.5,0.086,481.5,60.41,30211.40684,12,30478.975,30240.17546874867
17.02,47.73,0.083,478.2,85.8,30101.90114,12,30291.236,30154.522868533873
17.13,47.13,0.088,419.0,109.0,29992.39544,12,30264.32,30063.47057938814
17.01,46.63,0.085,341.2,82.2,30193.15589,12,30418.01,30246.512436232326
17.14,46.7,0.085,401.2,45.04,30101.90114,12,30275.309,30150.96962984307
17.21,46.36,0.086,394.0,39.34,29384.03042,12,29755.162,29392.219538571677
17.32,46.33,0.083,376.2,43.48,29676.04563,12,29720.328,29709.745311775834
17.4,48.43,0.083,362.2,60.9,29949.80989,12,30029.84,29970.105198605695
17.31,48.66,0.083,349.2,104.3,29828.13688,12,29977.164,29886.22671529333
17.25,47.93,0.083,277.7,140.7,29639.54373,12,29697.03,29722.749632713265
17.16,47.63,0.085,271.9,188.5,29414.44867,12,29600.246,29528.190311344057
17.17,46.4,0.083,251.0,221.2,29590.87452,12,29708.941,29613.562465856743
17.06,47.53,0.083,191.5,185.4,29548.28897,12,29659.29,29604.880927430146
17.03,45.73,0.085,236.3,259.6,29542.20532,12,29640.918,29621.145550727204
16.98,47.36,0.087,174.7,192.3,30156.65399,12,30358.676,30173.344108633988
16.71,47.83,0.087,125.4,138.6,30515.58935,12,30760.68,30530.025431849615
16.49,50.37,0.084,74.3,79.9,30959.69582,12,30950.633,30961.07358211698
16.28,50.63,0.083,79.2,90.5,31750.57034,12,31650.732,31719.732230941467
16.21,51.9,0.085,115.1,138.9,33435.74144,12,33146.133,33411.85747618948
16.17,52.24,0.086,109.6,131.0,36288.97338,12,35715.46,36320.32021254006
16.08,52.4,0.085,84.5,102.1,38655.51331,12,37949.195,38669.87555812772
15.87,52.77,0.085,31.78,33.59,39245.62738,12,38543.88,39244.10591379881
15.54,54.14,0.083,16.42,16.76,39288.21293,12,38836.66,39316.202236264384
15.3,55.11,0.085,6.207,6.523,38953.61217,12,38629.234,38909.09066123077
15.27,55.74,0.085,3.755,3.742,39111.78707,12,38723.99,39031.48435580037
15.01,57.18,0.083,1.409,1.52,39166.53992,12,38848.22,39251.12686531541
14.85,57.74,0.082,0.055,0.167,39288.21293,12,38121.4,39301.47716444856
14.61,59.41,0.083,0.062,0.108,39349.04943,12,38514.734,39295.424833021956
14.26,61.45,0.082,0.037,0.089,39184.79087,12,38674.074,39218.117429651924
13.94,62.72,0.082,0.066,0.108,38904.94297,12,38327.56,38893.319447915754
13.75,63.62,0.083,0.048,0.133,38947.52852,12,38204.957,38891.856537894244
13.62,63.99,0.082,0.07,0.074,38850.19011,12,38438.76,38768.49924090668
13.41,64.99,0.085,0.088,0.085,38600.76046,12,37929.54,38611.00575002085
13.31,65.22,0.083,0.062,0.063,38363.4981,12,37897.477,38367.11627543454
13.07,66.22,0.083,0.044,0.104,38430.41825,12,37556.188,38468.21048581216
12.86,66.76,0.081,0.044,0.156,38326.9962,12,37250.22,38362.767954334806
12.91,66.59,0.081,0.051,0.133,38844.10646,12,37792.508,38773.98791548526
12.83,66.69,0.082,0.066,0.145,39032.69962,12,38092.23,39001.535149231655
12.43,68.46,0.08,0.044,0.115,38649.42966,12,37205.99,38671.83618268745
12.12,69.59,0.084,0.07,0.141,38308.74525,12,37250.83,38362.465718745516
11.78,70.7,0.081,0.081,0.141,38071.48289,12,36708.152,38140.86133416643
11.71,70.8,0.08,0.051,0.163,37603.04183,12,36143.316,37584.2306084431
11.57,71.1,0.083,0.044,0.104,37055.51331,12,36258.715,37077.9897605667
11.32,72.1,0.079,0.051,0.141,36860.8365,12,34970.023,36906.09979673577
11.26,72.8,0.081,0.055,0.13,36325.47529,12,35386.316,36355.82908976849
11.46,72.0,0.082,0.044,0.1,36203.80228,12,35207.23,36251.68130780203
11.45,71.7,0.082,0.051,0.085,35966.53992,12,35091.254,35989.48389030668
11.27,72.1,0.081,0.073,0.115,35558.93536,12,34014.957,35547.50812934695
11.14,73.1,0.082,0.055,0.093,35163.4981,12,33942.133,35183.41055244373
10.84,74.1,0.081,0.04,0.185,34427.37643,12,32796.63,34376.816415376226
10.55,74.2,0.083,0.07,0.104,33928.51711,12,32681.545,33928.71103916002
10.18,75.8,0.082,0.077,0.115,33228.89734,12,31929.055,33167.56820486976
10.31,75.5,0.086,0.051,0.141,32444.10646,12,31590.193,32471.241086321603
9.96,76.9,0.083,0.07,0.122,31787.07224,12,30969.342,31725.38360228457
9.54,78.3,0.083,0.073,0.163,31075.28517,12,29962.688,31095.629299140597
9.41,79.1,0.088,0.051,0.167,30509.5057,12,29929.271,30476.44347257082
9.43,79.1,0.094,0.084,0.152,29736.88213,12,28878.611,29718.00082995001
9.3,79.7,0.089,0.066,0.119,28647.90875,12,28350.51,28666.520980943038
9.05,80.5,0.086,0.044,0.174,27850.95057,12,27317.646,27874.49160206253
8.91,80.7,0.083,0.066,0.148,27248.6692,12,26627.629,27220.415509379094
8.9,81.1,0.083,0.062,0.13,26859.31559,12,26483.21,26880.001929273138
8.8,81.6,0.085,0.084,0.115,26257.03422,12,25871.555,26200.67806659193
8.93,81.8,0.083,0.048,0.182,25709.5057,12,24948.654,25759.912031925895
8.94,81.1,0.084,0.029,0.211,25198.47909,12,24398.842,25151.587661739024
8.76,80.9,0.085,0.073,0.141,24784.79087,12,24745.58,24733.25033075518
8.7,81.4,0.082,0.066,0.115,24249.42966,12,24341.803,24114.076027223866
8.62,81.5,0.081,0.055,0.141,23774.90494,12,23794.268,23711.94906663574
8.42,81.8,0.082,0.081,0.115,23440.30418,12,23081.049,23426.77008137864
8.56,81.9,0.08,0.051,0.145,23470.72243,12,23307.125,23427.468624167188
8.63,81.4,0.082,0.037,0.171,23075.28517,12,23166.928,23075.039549708104
8.55,82.1,0.08,0.048,0.115,22485.1711,12,22689.092,22431.255515360055
8.43,82.1,0.081,0.062,0.145,22351.3308,12,22175.053,22341.25226964782
8.11,82.9,0.082,0.081,0.141,22132.31939,12,22162.383,22144.049019312704
7.98,83.0,0.083,0.059,0.145,21694.29658,12,21797.635,21722.913441550907
7.9,83.8,0.08,0.07,0.141,21505.70342,12,21051.146,21525.15138140229
8.11,83.5,0.082,0.062,0.159,21329.27757,12,21304.54,21285.598420800343
7.89,83.2,0.084,0.084,0.145,21152.85171,12,21283.928,21214.485275642066
7.62,84.0,0.081,0.081,0.141,21335.36122,12,20870.152,21289.007557699897
7.6,84.0,0.079,0.066,0.178,21177.18631,12,20621.506,21199.277028077897
7.53,84.4,0.083,0.081,0.108,21262.35741,12,21215.883,21293.475995555196
7.71,84.7,0.082,0.077,0.156,21110.26616,12,20413.25,21203.797207817883
7.61,83.7,0.084,0.055,0.193,20958.1749,12,20729.984,21019.703763557976
7.54,84.1,0.082,0.055,0.148,20897.3384,12,20633.232,20893.807338013907
7.48,84.3,0.084,0.048,0.193,20933.8403,12,20800.895,20877.99035496416
7.28,84.3,0.084,0.048,0.148,20854.75285,12,21019.545,20892.713591779397
7.42,85.0,0.084,0.055,0.171,20946.0076,12,20483.4,21030.28731373114
7.61,84.6,0.086,0.091,0.13,20921.673,12,20781.049,20902.419812409018
6.995,84.7,0.082,0.062,0.182,21025.09506,12,20363.912,21027.81097453679
6.88,85.7,0.085,0.073,0.145,21262.35741,12,20911.916,21292.050704862755
6.829,85.5,0.086,0.062,0.148,21140.68441,12,20885.01,21211.26930548486
6.626,86.2,0.083,0.062,0.178,21201.52091,12,20789.73,21194.654393188266
6.747,86.2,0.082,0.066,0.163,21335.36122,12,20741.568,21282.699994698865
6.483,86.3,0.081,0.088,0.13,21487.45247,12,20986.832,21467.751182606386
6.355,86.7,0.081,0.048,0.215,22442.58555,12,21083.94,22408.22130820965
6.291,86.9,0.086,0.07,0.174,22765.01901,12,22239.477,22738.398123043484
6.439,87.9,0.083,0.07,0.13,22436.5019,12,21955.166,22434.762514306898
6.42,87.3,0.083,0.062,0.152,22497.3384,12,21863.662,22433.14038138284
6.28,87.4,0.086,0.051,0.152,22643.34601,12,22294.873,22579.672147643745
6.136,87.6,0.084,0.07,0.178,22400.0,12,21696.043,22336.60683382926
6.104,87.7,0.085,0.07,0.2,21767.30038,12,21426.5,21703.732209958354
6.153,87.6,0.083,0.051,0.126,20848.6692,12,20954.967,20886.55191261117
6.085,87.9,0.087,0.062,0.171,20465.39924,12,19962.984,20629.334382523874
6.219,87.3,0.085,0.084,0.141,20593.15589,12,20331.64,20635.231489801998
6.331,87.0,0.086,0.062,0.148,20842.58555,12,20645.9,20881.80728697023
6.08,87.0,0.082,0.095,0.182,21031.17871,12,20416.79,21031.191452118892
5.99,87.6,0.086,0.062,0.111,20982.50951,12,20894.926,21043.622537259944
6.133,87.5,0.086,0.128,0.263,21292.77567,12,20985.777,21267.019533063274
6.287,87.4,0.083,0.955,0.883,21992.39544,12,22036.482,21994.57703637921
6.21,87.6,0.081,2.463,2.437,22187.07224,12,21929.479,22149.64033837203
6.029,88.0,0.082,6.061,5.812,22825.85551,12,22720.045,22748.98158721134
5.919,88.3,0.08,12.4,9.65,23349.04943,12,22770.959,23362.03547976688
6.023,88.7,0.084,29.85,16.17,23866.1597,12,23567.496,23807.914471077813
6.184,88.6,0.082,55.82,26.63,24158.1749,12,23609.377,24115.731529476187
6.42,88.2,0.087,83.2,30.41,25125.47529,12,24295.955,25206.596903351212
6.87,87.5,0.086,103.6,31.89,26153.61217,12,25292.986,26238.312251265015
7.26,85.8,0.087,126.5,36.71,26603.80228,12,25742.34,26581.983419513603
7.13,84.3,0.085,133.4,38.29,27011.40684,12,26525.531,27062.05255050451
7.25,84.2,0.085,155.1,47.97,27504.18251,12,26317.703,27583.685673946282
7.23,84.1,0.088,155.0,52.55,27905.70342,12,27159.77,27884.375944268348
7.4,84.3,0.085,150.5,52.82,28063.87833,12,27240.666,28029.594396419656
7.63,83.7,0.085,215.6,56.02,28514.06844,12,27550.191,28487.50074258439
7.95,83.1,0.086,297.8,55.82,28946.0076,12,28521.266,28964.851228408355
8.46,82.2,0.086,314.1,52.02,29548.28897,12,28701.725,29538.767809545563
8.83,81.9,0.089,335.1,56.01,30120.15209,12,29628.32,30106.577249715574
9.16,80.9,0.085,351.8,55.61,30363.4981,12,29587.572,30327.892494218522
9.52,78.9,0.085,367.6,57.02,30515.58935,12,29916.285,30478.169517152448
9.99,76.1,0.088,385.9,55.0,30734.60076,12,30409.15,30706.65621598717
10.62,73.3,0.083,382.3,59.41,30789.35361,12,30188.367,30705.114529185328
11.29,71.8,0.087,405.0,55.74,30947.52852,12,30475.252,30948.827580329616
11.94,69.85,0.084,442.8,57.56,31282.12928,12,30973.012,31201.71426844505
12.63,68.25,0.09,451.3,55.69,31215.20913,12,31085.182,31211.37532150494
13.18,66.38,0.087,459.6,58.58,31622.81369,12,31609.814,31623.788173218043
13.69,65.44,0.085,356.7,61.98,31409.88593,12,31467.467,31425.787524268275
13.92,65.24,0.085,437.1,65.33,31780.98859,12,31804.998,31771.068834460795
14.13,64.74,0.086,476.4,62.84,32066.92015,12,32158.053,32078.02219397565
14.24,64.14,0.086,481.0,59.57,32511.02662,12,32536.21,32496.916906419054
14.71,63.44,0.087,484.4,65.92,32486.69202,12,32349.78,32441.375266411444
14.96,63.3,0.087,422.6,72.1,32638.78327,12,32433.344,32533.75962538906
15.18,62.47,0.087,275.3,96.0,32626.61597,12,32469.771,32528.20194781711
15.72,63.27,0.09,335.8,101.8,32401.52091,12,32353.73,32384.16947125208
16.32,62.6,0.084,221.9,115.5,32334.60076,12,32086.768,32261.279473875897
16.48,63.09,0.075,212.7,89.9,32249.42966,12,32351.803,32155.38280125884
16.49,62.56,0.073,279.7,68.26,31914.8289,12,32042.22,31856.088237250115
16.6,60.13,0.076,396.8,55.56,31908.74525,12,31988.334,31868.521048777744
16.78,58.59,0.074,377.7,54.68,31908.74525,12,32054.71,31870.668534073353
16.88,56.92,0.076,435.8,47.79,31677.56654,12,31601.754,31705.025944399367
16.76,56.25,0.075,416.5,44.47,31555.89354,12,31560.889,31546.380044030542
16.71,55.71,0.075,408.4,43.47,31184.79087,12,31169.322,31148.965762575775
16.74,56.01,0.076,395.5,43.11,31288.21293,12,31327.86,31318.403055498995
16.74,55.18,0.074,379.9,42.72,31318.63118,12,31544.719,31317.92249722816
16.77,55.44,0.076,340.7,44.63,31422.05323,12,31420.828,31416.202561517908
16.67,55.34,0.075,342.0,47.57,31002.28137,12,31251.088,31060.49707602722
16.68,55.41,0.077,311.5,56.99,30844.10646,12,31023.047,30852.470714732633
16.67,54.97,0.075,290.2,76.9,30667.68061,12,31017.46,30686.152267059457
16.58,55.91,0.077,278.1,129.1,30892.77567,12,30868.518,30960.644824621275
16.61,55.94,0.076,253.0,187.8,30789.35361,12,30836.62,30731.32611508167
16.63,56.38,0.077,229.5,222.0,30880.60837,12,30680.164,30851.160386674037
16.6,56.07,0.076,206.1,229.2,31026.61597,12,31099.305,31063.991396850637
16.55,55.87,0.076,182.4,214.8,31458.55513,12,31404.803,31486.671706886376
16.43,54.54,0.077,155.4,189.1,32152.09125,12,31847.89,32116.707733557952
16.36,54.14,0.078,135.2,168.0,32711.78707,12,32259.35,32598.309647032103
16.34,54.44,0.077,109.0,136.7,33295.81749,12,32885.324,33248.058969593054
16.22,55.67,0.074,83.1,105.4,34804.56274,12,34410.438,34777.58567895656
16.07,56.71,0.077,67.09,86.7,37292.77567,12,36540.96,37351.639443730324
15.9,57.31,0.073,47.55,62.08,38996.19772,12,38604.98,38841.636578370206
15.64,58.91,0.078,16.76,17.89,39628.89734,12,38916.61,39681.80738508262
14.85,62.55,0.081,10.01,10.18,39409.88593,12,38585.203,39463.16615982379
14.27,64.12,0.087,5.603,5.634,39525.47529,12,39053.4,39612.652800801836
13.89,65.29,0.08,2.061,2.125,39367.30038,12,38687.887,39317.4926113909
13.34,67.86,0.078,0.597,0.645,39367.30038,12,38660.758,39310.252824151205
12.9,69.59,0.079,0.132,0.141,39434.22053,12,38152.703,39430.14466725864
12.84,69.96,0.08,0.066,0.104,39379.46768,12,38279.54,39425.867803796194
12.78,70.5,0.079,0.059,0.126,39111.78707,12,37921.723,38994.49703894142
12.57,70.4,0.078,0.062,0.093,38929.27757,12,37951.83,38876.821175770194
12.15,71.7,0.074,0.059,0.089,39233.46008,12,38082.555,39202.368471552436
11.84,73.3,0.076,0.077,0.096,38862.35741,12,38008.44,38758.20186040774
11.84,73.0,0.078,0.073,0.089,39038.78327,12,37925.25,38985.41144025268
11.62,73.3,0.077,0.062,0.126,38758.93536,12,37771.047,38758.76978248301
11.48,73.9,0.078,0.059,0.115,38491.25475,12,36755.105,38443.77718159361
11.6,74.0,0.077,0.051,0.1,38503.42205,12,37393.004,38450.30389883958
11.68,72.9,0.078,0.077,0.174,38406.08365,12,36714.7,38456.297963152014
11.75,72.1,0.073,0.055,0.104,38211.40684,12,37321.766,38279.198594352856
11.78,71.3,0.075,0.088,0.156,38138.40304,12,36673.36,38134.35521905635
11.83,70.4,0.078,0.07,0.13,38241.8251,12,36911.863,38284.11692428919
11.29,72.8,0.079,0.055,0.13,37676.04563,12,36109.492,37699.454735911
11.25,73.2,0.081,0.07,0.141,37438.78327,12,36147.375,37496.78464735412
11.37,74.1,0.077,0.077,0.148,37219.77186,12,35492.8,37306.411043076376
11.23,74.0,0.076,0.051,0.126,36939.92395,12,35686.85,36993.74926294846
11.96,74.2,0.074,0.062,0.148,36635.74144,12,35356.99,36714.61269761356
12.9,69.69,0.076,0.07,0.141,36422.81369,12,35486.848,36448.39505743302
13.16,66.39,0.073,0.044,0.134,36282.88973,12,35493.027,36377.155795371415
13.39,64.95,0.075,0.07,0.078,35905.70342,12,35680.996,36010.15884262092
13.08,64.55,0.079,0.073,0.119,35431.17871,12,34397.152,35459.715360373855
11.62,71.2,0.083,0.055,0.171,34780.22814,12,33421.926,34789.23077878604
11.01,73.7,0.085,0.073,0.108,34348.28897,12,33431.387,34331.94007595689
10.87,75.2,0.081,0.062,0.134,33709.5057,12,32633.9,33746.53512469499
10.83,76.0,0.078,0.059,0.134,33204.56274,12,32001.951,33163.978695121914
10.89,75.8,0.076,0.055,0.152,32200.76046,12,31120.773,32176.666105843924
10.64,75.1,0.075,0.073,0.111,31507.22433,12,30998.818,31473.40662763816
10.35,76.0,0.075,0.04,0.148,30831.93916,12,30321.172,30826.269056761063
10.34,76.4,0.076,0.055,0.141,30010.64639,12,29207.402,30009.664871104236
10.16,76.0,0.077,0.051,0.145,29359.69582,12,28810.283,29357.138452030034
9.92,76.2,0.074,0.07,0.185,28623.57414,12,27902.28,28674.049987697723
9.89,76.3,0.074,0.07,0.111,27735.36122,12,27409.584,27801.413867114916
9.89,76.3,0.077,0.044,0.223,27455.51331,12,26703.746,27582.585939352626
9.59,77.5,0.089,0.037,0.1,26859.31559,12,26596.557,26884.465467822105
9.32,79.0,0.085,0.077,0.152,26293.53612,12,25869.383,26192.975358756823
9.07,78.9,0.088,0.084,0.134,25794.67681,12,25712.295,25834.664394801424
8.55,80.1,0.087,0.051,0.159,25314.06844,12,25048.107,25309.11157150136
8.24,81.1,0.09,0.073,0.159,24711.78707,12,24166.295,24747.831928038635
8.35,81.6,0.085,0.037,0.167,24237.26236,12,23779.684,24113.412182186614
8.61,82.0,0.072,0.051,0.156,24115.58935,12,24394.268,24067.96944919806
8.65,81.8,0.081,0.059,0.148,23860.07605,12,23750.84,23780.886863014646
8.12,82.8,0.088,0.066,0.159,23507.22433,12,23270.355,23431.737132959614
8.47,82.4,0.088,0.07,0.171,23403.80228,12,23672.68,23364.877948975547
8.42,82.3,0.089,0.037,0.152,23142.20532,12,23058.732,23159.321746164584
8.22,82.4,0.086,0.077,0.115,22582.50951,12,22620.465,22517.051748436308
7.88,82.9,0.086,0.088,0.1,22485.1711,12,22664.92,22437.708263188644
7.82,83.7,0.086,0.055,0.137,22357.41445,12,22261.203,22344.678795420463
7.9,84.1,0.085,0.051,0.156,22223.57414,12,21893.348,22224.325892934674
7.86,84.0,0.083,0.044,0.119,22089.73384,12,22149.176,22052.2839878905
7.77,84.2,0.083,0.073,0.137,21791.63498,12,21204.715,21819.920895978263
7.7,84.2,0.081,0.084,0.152,21615.20913,12,20867.41,21641.87779678753
7.44,84.2,0.083,0.04,0.193,21207.60456,12,20743.906,21190.282908742825
7.08,84.6,0.083,0.084,0.13,20915.58935,12,20793.266,20895.484081263952
6.804,85.5,0.087,0.073,0.156,20745.24715,12,20352.55,20658.99395748521
6.928,85.7,0.084,0.051,0.145,20787.8327,12,20560.928,20888.549054181647
6.714,85.8,0.085,0.081,0.122,20812.1673,12,20589.668,20883.757522994507
6.577,86.2,0.087,0.066,0.145,21000.76046,12,20893.852,21040.029469626825
6.557,86.6,0.086,0.048,0.159,20946.0076,12,20565.566,21036.218229254213
6.817,87.0,0.09,0.088,0.122,21262.35741,12,21078.42,21296.84743235921
6.84,86.6,0.086,0.062,0.126,21317.11027,12,20967.244,21292.827115075714
6.603,86.8,0.085,0.037,0.174,21359.69582,12,20954.951,21281.039072523192
6.529,87.0,0.086,0.07,0.141,21189.35361,12,20748.525,21211.002915686804
6.498,87.1,0.089,0.091,0.1,21286.69202,12,21239.674,21295.71952414358
6.575,87.3,0.086,0.084,0.137,21280.60837,12,21192.57,21294.61438960732
6.452,87.0,0.085,0.048,0.163,21463.11787,12,21025.332,21468.833124395816
6.168,87.4,0.09,0.051,0.163,22156.65399,12,21876.494,22147.03443626102
6.202,87.7,0.086,0.066,0.178,22333.07985,12,21807.46,22272.602999508992
6.154,87.8,0.088,0.073,0.126,22077.56654,12,21872.834,22059.581044963066
6.099,87.7,0.087,0.04,0.185,22065.39924,12,21686.725,22050.442705711386
6.055,88.0,0.085,0.073,0.13,22132.31939,12,21887.793,22144.62638817382
5.882,88.4,0.083,0.081,0.185,22022.81369,12,21531.904,21985.086890342383
5.917,88.1,0.083,0.062,0.156,21152.85171,12,20700.37,21208.115477178828
5.867,88.2,0.081,0.077,0.156,19850.95057,12,19287.916,19627.242640796496
5.913,88.2,0.08,0.066,0.134,18719.39163,12,18633.967,18631.423857778813
5.936,88.0,0.082,0.073,0.148,18500.38023,12,18367.502,18604.418773664678
5.85,87.9,0.085,0.059,0.156,18196.19772,12,18275.502,18533.319283179306
5.768,87.7,0.086,0.073,0.152,18323.95437,12,18820.664,18540.0668824651
5.724,87.9,0.083,0.091,0.126,18482.12928,12,18634.82,18592.007390136612
5.83,87.7,0.092,0.238,0.282,18622.05323,12,18202.137,18611.1234984462
5.957,87.7,0.089,4.538,4.191,18920.15209,12,18982.504,18703.375511096463
5.779,87.3,0.088,11.87,10.97,19315.58935,12,19803.785,19601.493913787723
5.763,87.6,0.096,14.0,12.87,19923.95437,12,19753.488,19638.543169302135
5.989,87.5,0.096,28.85,24.06,20209.88593,12,20295.781,20315.253471188254
6.205,88.2,0.095,76.4,40.27,20757.41445,12,20390.932,20930.77432479112
6.687,87.6,0.096,87.3,49.68,21146.76806,12,20793.863,21278.72619755291
6.599,86.6,0.092,75.7,55.09,21986.31179,12,21770.506,22065.568076116735
6.391,86.3,0.091,80.9,63.79,22466.92015,12,21953.523,22476.970488357292
6.942,87.4,0.093,98.2,71.8,23276.04563,12,22767.246,23371.37445108705
6.636,85.9,0.092,101.2,76.5,24139.92395,12,24053.555,24147.583328787485
6.651,85.9,0.085,132.6,83.5,24614.44867,12,24222.256,24722.705926774703
6.791,86.0,0.088,165.1,88.7,25466.1597,12,25118.9,25465.345162062615
6.901,85.8,0.086,176.7,87.7,26281.36882,12,25307.91,26258.112122348342
7.15,86.0,0.088,218.0,88.8,27017.49049,12,26356.39,27030.11831105379
7.47,85.8,0.087,228.4,91.9,27619.77186,12,26548.102,27695.240267191533
7.65,85.5,0.089,252.9,99.1,28015.20913,12,27339.074,28001.152362750454
8.02,85.3,0.089,286.2,107.7,28349.80989,12,27827.05,28372.016811751502
8.59,85.0,0.09,259.6,110.5,28653.9924,12,28574.832,28642.027309236113
9.37,84.9,0.095,267.5,114.8,29384.03042,12,28783.139,29321.04680919275
9.86,83.9,0.089,300.0,119.1,29627.37643,12,29054.186,29650.116346575254
10.19,82.9,0.088,336.7,118.5,29998.47909,12,29342.742,30008.693835036862
10.94,82.3,0.086,345.9,113.0,30290.4943,12,29896.39,30272.06983354161
11.99,81.1,0.081,390.0,113.4,30278.327,12,29732.707,30280.462134868936
13.05,79.4,0.082,370.8,116.8,30302.6616,12,30075.64,30284.23839735727
13.79,76.3,0.082,381.7,126.0,30059.31559,12,30222.064,30060.853446353376
14.59,73.8,0.077,345.4,136.4,30053.23194,12,30012.81,30057.842138109827
15.46,71.5,0.079,383.1,155.6,29961.97719,12,29513.71,29968.717189881412
15.86,65.31,0.073,367.1,166.6,29499.61977,12,29648.63,29503.44813811761
16.1,61.23,0.076,331.9,178.4,29122.43346,12,29324.541,29250.46070333473
16.17,60.77,0.076,331.3,193.8,29280.60837,12,29400.316,29334.030088818436
16.17,60.53,0.075,322.7,214.6,29408.36502,12,29564.71,29522.054473386437
16.13,59.63,0.076,365.5,238.7,29292.77567,12,29376.643,29345.00928795782
16.17,59.6,0.075,409.0,259.7,29079.84791,12,29300.62,29155.39627623552
16.23,58.96,0.075,391.7,273.8,29225.85551,12,29425.348,29355.055763481723
16.32,59.43,0.075,377.6,276.3,29201.52091,12,29410.51,29271.406368237484
16.27,59.46,0.074,341.8,259.0,29341.44487,12,29460.293,29394.01057229311
16.25,59.83,0.074,340.5,237.4,29493.53612,12,29607.33,29531.72380787365
16.17,59.63,0.074,326.3,221.9,29554.37262,12,29719.992,29600.399532174662
16.17,59.63,0.075,318.9,218.3,29651.71103,12,29733.525,29719.03524963132
16.11,59.4,0.075,309.6,217.5,29304.94297,12,29479.416,29385.481852301684
16.21,59.5,0.073,303.9,209.3,28751.3308,12,28916.996,28784.851618824578
16.22,59.56,0.076,296.4,202.9,28538.40304,12,28653.775,28590.053066389723
16.24,58.56,0.076,313.4,195.7,28361.97719,12,28611.014,28449.56648482395
16.31,58.53,0.076,282.9,181.0,28069.96198,12,28449.541,28185.14306879168
16.29,58.46,0.077,275.9,168.0,28325.47529,12,28396.168,28446.635062973048
16.31,58.59,0.075,287.5,162.8,28228.13688,12,28502.91,28327.524463404625
16.34,57.93,0.077,242.1,156.9,28009.12548,12,28105.79,28085.85295398096
16.32,58.29,0.076,203.9,157.8,27784.03042,12,28075.11,27859.388495145773
16.3,58.86,0.076,195.3,166.9,27802.28137,12,28083.953,27858.82390621387
16.16,58.06,0.077,160.3,152.7,27650.19011,12,27848.168,27754.368339799024
16.06,58.63,0.079,133.3,133.0,27753.61217,12,27839.387,27853.503437811563
16.0,59.06,0.077,128.5,130.7,27869.20152,12,28088.479,27938.509082229786
15.92,59.56,0.074,122.4,126.1,28386.31179,12,28779.695,28439.720954199038
15.86,60.49,0.077,102.9,106.9,29213.68821,12,29207.707,29236.442781521666
15.8,61.26,0.077,80.5,81.5,29895.05703,12,29849.287,29969.64938585596
15.67,61.79,0.077,65.4,66.47,31306.46388,12,31216.209,31324.479497083816
15.54,62.76,0.081,50.0,50.54,34275.28517,12,33685.99,34254.930078698104
15.2,64.62,0.084,35.59,35.96,36258.55513,12,35788.824,36321.460240022105
14.8,65.52,0.079,22.28,22.56,37012.92776,12,36188.46,37048.65536932339
14.66,65.92,0.075,11.2,11.29,37286.69202,12,36694.41,37420.001565127546
14.48,67.02,0.077,3.415,3.449,37347.52852,12,36667.61,37422.286864778995
14.05,68.59,0.079,1.815,1.88,37231.93916,12,36664.336,37320.71764668484
13.63,70.6,0.077,0.285,0.3,37037.26236,12,36139.06,37080.95687766066
13.36,72.4,0.079,0.07,0.096,37274.52471,12,36541.996,37327.06367435613
13.15,73.3,0.079,0.059,0.093,37231.93916,12,36097.215,37326.823582728364
12.98,74.0,0.076,0.055,0.082,37487.45247,12,36713.105,37512.34119571909
12.79,74.8,0.075,0.044,0.126,37578.70722,12,36791.414,37588.60167848417
12.66,75.3,0.076,0.055,0.126,37901.14068,12,36786.516,37923.257122559335
12.5,75.8,0.073,0.044,0.152,37846.38783,12,36661.04,37916.80940906692
12.27,76.6,0.075,0.062,0.167,37846.38783,12,36656.93,37921.70509011473
12.08,77.3,0.075,0.088,0.134,37700.38023,12,36630.78,37709.939393574095
11.91,78.1,0.077,0.073,0.07,37974.14449,12,37344.426,38021.41827820885
11.82,78.6,0.078,0.026,0.13,38199.23954,12,37092.133,38277.475757399916
11.78,78.8,0.078,0.059,0.111,37961.97719,12,36946.457,38015.10013388369
11.69,79.0,0.078,0.062,0.1,37499.61977,12,36309.17,37496.29592782972
11.56,79.5,0.076,0.066,0.126,37426.61597,12,36793.51,37491.26356487885
11.6,79.8,0.071,0.091,0.1,37390.11407,12,36745.715,37399.01917691739
11.4,80.1,0.089,0.077,0.115,37019.01141,12,35912.656,37052.040639390565
11.39,80.6,0.097,0.048,0.141,36793.91635,12,35465.883,36815.67927005006
11.36,81.0,0.088,0.055,0.159,36684.41065,12,35528.97,36687.73892825384
11.11,81.0,0.088,0.077,0.163,36380.22814,12,35090.79,36417.14753080952
10.34,82.2,0.093,0.059,0.145,36203.80228,12,35072.695,36214.40561750447
10.48,83.7,0.084,0.048,0.152,35674.52471,12,34358.016,35647.99952433232
10.67,83.4,0.086,0.051,0.156,35370.34221,12,34047.92,35411.40544690298
10.5,83.8,0.089,0.07,0.134,35035.74144,12,33581.61,35020.66175242676
10.36,84.3,0.088,0.073,0.152,34603.80228,12,33693.36,34578.92612437645
